ID,NAME,PRICE_PER_UNIT
1fae180d-bb9e-43e2-96d4-4b9565e6b61b,vermouth,6714
f3375a2d-81a5-40d1-a2f8-031d0d755bcb,vinegar,1200
29829234-c5a3-4939-965d-7f5fd14e8f29,walnuts,10045
62befbc2-c436-4acc-a0f5-66dfa1a14dc2,wasabi,579
0bfac087-af9f-44ac-bd48-66449bdf276e,water,5913
a4bc0d88-203c-4b95-9835-b06b89a9d723,water chestnuts,3364
3d7fea99-df4a-4c47-ad66-37a1d1cde8db,watermelons,6420
68f25451-9b1f-4287-9a65-1d552ae1fc8f,white beans,9854
e1e2b32b-44c0-4ec1-a2e0-24dad24e23ac,white chocolate,5313
7ead9272-9049-4360-aa5a-08d1db0c43f4,wild rice,811
8e224e4c-149d-4f75-9093-6cff30b1c5a2,wine,8059
a16cfb18-ee3d-47a9-941a-0715692106ba,wine vinegar,2477
bc0ba6ad-53c3-4986-a2de-14fd68c36524,won ton skins,1109
9f261739-de77-4c68-aee5-885a99ac7e2d,Worcestershire sauce,4837
5c8a5d32-535e-400e-b017-8a11dc5cc547,yogurt,1746
82d06a64-3eb8-4630-adf0-d650bc684d63,zest,6376
d9e65954-1dce-4756-b787-a7e8f7eaf381,zinfandel wine,2314
